city,county
Bewdley,Worcestershire
Pont-y-pwl,Torfaen
Dorrington,Shropshire
Bridge of Gaur,Perth and Kinross
Saint Albans,Hertfordshire
Ollaberry,Shetland Islands
Llancayo,Monmouthshire
Framilode,Gloucestershire
Housetter,Shetland Islands
Bratton Fleming,Devon
Sefton,Sefton
Almer,Dorset
Malvern Wells,Worcestershire
Cheriton,Hampshire
Rushall,Wiltshire
Greencastle,Belfast
Llanerchymedd,Isle of Anglesey
Blundellsands,Sefton
Allington,Lincolnshire
Achfary,Highland
Onneley,Staffordshire
Llantwit Major,"Vale of Glamorgan, The"
Aberkenfig,Bridgend
Sion Mills,Derry and Strabane
Wereham,Norfolk
Denholm,"Scottish Borders, The"
Worthen,Shropshire
Lower Lemington,Gloucestershire
Breaclete,Eilean Siar
Gilmerton,"Edinburgh, City of"
Ludford Magna,Lincolnshire
Spinningdale,Highland
Harrop Fold,Lancashire
Deepcut,Surrey
Edith Weston,Rutland
Llanarth,Ceredigion
Merrington,Shropshire
Aldsworth,Gloucestershire
Tullyallen,Mid Ulster
Alness,Highland
Carneatly,Causeway Coast and Glens
Eccles,Norfolk
Hutton,Lancashire
Lochs,Eilean Siar
Great Malvern,Worcestershire
Bredon,Worcestershire
Fockerby,North Lincolnshire
Crowfield,Suffolk
Pontyberem,Carmarthenshire
Smardale,Cumbria
Ravenglass,Cumbria
Edrom,"Scottish Borders, The"
Great Yeldham,Essex
Lower Froyle,Hampshire
Broadwood,Durham
Whipsnade,Central Bedfordshire
Bardon Mill,Northumberland
Burton Joyce,Nottinghamshire
Pelsall,Walsall
Selmeston,East Sussex
Hubberston,Pembrokeshire
Llanuwchllyn,Gwynedd
Saint Fergus,Aberdeenshire
Burghclere,Hampshire
Moorfields,Mid and East Antrim
Gretton,Northamptonshire
Haroldswick,Shetland Islands
Kirktown of Mortlach,Moray
Lopen,Somerset
Isleworth,Hounslow
Charwelton,Northamptonshire
Hanwell,Ealing
Swerford,Oxfordshire
Litherland,Sefton
Buccleuch,"Scottish Borders, The"
Withnell,Lancashire
Shawford,Hampshire
Newport,Telford and Wrekin
Tunstall,North Yorkshire
Cummertrees,Dumfries and Galloway
Alston,Cumbria
Noranside,Angus
Snainton,North Yorkshire
Somerton,Oxfordshire
Cemaes Bay,Isle of Anglesey
South Collingham,Nottinghamshire
Boughrood,Powys
Frampton on Severn,Gloucestershire
Byford,Herefordshire
Longparish,Hampshire
Invergeldie,Perth and Kinross
Murrow,Cambridgeshire
Accrington,Lancashire
Port na Long,Highland
Pentre Galar,Pembrokeshire
Linwood,Lincolnshire
Llanfynydd,Carmarthenshire
Winforton,Herefordshire
Wembley,Brent
Boscastle,Cornwall
Newton Grange,Midlothian
Treharris,Merthyr Tydfil
Netley,Hampshire
Barmby on the Marsh,East Riding of Yorkshire
Sturmer,Essex
Elkesley,Nottinghamshire
Shapwick,Dorset
King's Lynn,Norfolk
West Malling,Kent
Thuxton,Norfolk
Dukinfield,Tameside
Cowley,Oxfordshire
Meldon,Northumberland
Tanworth,Warwickshire
Lochranza,North Ayrshire
Bibury,Gloucestershire
Catherington,Hampshire
Stickney,Lincolnshire
Aston,Rotherham
Fobbing,Thurrock
Broxburn,West Lothian
Nantmel,Powys
Yspytty Cynfyn,Ceredigion
Waltham on the Wolds,Leicestershire
Earith,Cambridgeshire
Lagg,North Ayrshire
Earlsferry,Fife
Exford,Somerset
Cranshaws,"Scottish Borders, The"
Woodchurch,Kent
Miningsby,Lincolnshire
New Alresford,Hampshire
Dunlugas,Aberdeenshire
Carnlough,Mid and East Antrim
Leigh upon Mendip,Somerset
Udimore,East Sussex
Warden,Northumberland
Derrymacash,"Armagh, Banbridge and Craigavon"
Brightwalton,West Berkshire
Elgin,Moray
Westmeston,East Sussex
Wickenby,Lincolnshire
Walmersley,Bury
Great Swinburn,Northumberland
Capel-Bettws Lleucu,Ceredigion
Chingford,Waltham Forest
Greasley,Nottinghamshire
Ellesmere,Shropshire
Gwithian,Cornwall
Frodsham,Cheshire West and Chester
Basingstoke,Hampshire
Hyde,Tameside
Bury,West Sussex
Haywards Heath,West Sussex
Llangwnadl,Gwynedd
Aughton,Lancashire
Laroch,Highland
Stockton,Norfolk
Herriard,Hampshire
Flitton,Central Bedfordshire
Woodham Mortimer,Essex
Goosnargh,Lancashire
Blackrock,Blaenau Gwent
Faygate,West Sussex
Hinton Saint George,Somerset
Newchurch,Lancashire
Bekesbourne,Kent
Lewiston,Highland
Badwell Ash,Suffolk
Parkeston,Essex
Coney Weston,Suffolk
Mugdock,Stirling
Fort William,Highland
New Chapel,Surrey
Scoraig,Highland
Penwortham,Lancashire
Rodington,Telford and Wrekin
Roosebeck,Cumbria
Rufford,Lancashire
Culcheth,Warrington
Stanton Saint John,Oxfordshire
Bildeston,Suffolk
Flax Bourton,North Somerset
Upper Heyford,Oxfordshire
Hengrave,Suffolk
Ladykirk,"Scottish Borders, The"
Milverton,Somerset
North Elmsall,Wakefield
Castlethorpe,Milton Keynes
Gartmore,Stirling
Lydeard Saint Lawrence,Somerset
Twyn Llanan,Carmarthenshire
Wootton,Staffordshire
Church Hill,Fermanagh and Omagh
Harlescott,Shropshire
Mettingham,Suffolk
Pitlurg,Aberdeenshire
Lochgilphead,Argyll and Bute
Croxden,Staffordshire
Garrison,Fermanagh and Omagh
Clydach Vale,Rhondda Cynon Taff
Saint Andrews Major,"Vale of Glamorgan, The"
Wiggonby,Cumbria
Mallaig,Highland
Southburn,East Riding of Yorkshire
Thornton Curtis,North Lincolnshire
Fridaythorpe,East Riding of Yorkshire
Ferryden,Angus
High Welwyn,Hertfordshire
Broomhill,Northumberland
Cossall,Nottinghamshire
Great Smeaton,North Yorkshire
West Worlington,Devon
Tilty,Essex
Belford,Northumberland
Tibberton,Gloucestershire
Harraby,Cumbria
Aldridge,Walsall
Tittleshall,Norfolk
Peak Forest,Derbyshire
Oxcombe,Lincolnshire
Skeffington,Leicestershire
Moorby,Lincolnshire
Woolton,Liverpool
Whaddon,Buckinghamshire
Kew,Richmond upon Thames
Rushbury,Shropshire
Madingley,Cambridgeshire
Staunton,Herefordshire
Hibaldstow,North Lincolnshire
Sallachy,Highland
Lapley,Staffordshire
Sparham,Norfolk
Melmerby,North Yorkshire
Petton,Shropshire
Low Eighton,Gateshead
Wadebridge,Cornwall
Seathwaite,Cumbria
East Chinnock,Somerset
Llanwnog,Powys
Poling,West Sussex
Cow Honeybourne,Worcestershire
Wolfelee,"Scottish Borders, The"
Haslemere,Surrey
Beck Hole,North Yorkshire
Cambridge,Gloucestershire
Farley,Wiltshire
Warkworth,Northamptonshire
Kirtling,Cambridgeshire
Longtown,Herefordshire
Eskadale,Highland
Ballygowan,Ards and North Down
Hendreforgan,Rhondda Cynon Taff
Horsford,Norfolk
Mains of Dalvey,Highland
Woodville,Leicestershire
Llangynidr,Powys
Marham,Norfolk
Fontmell Magna,Dorset
North Mimms,Hertfordshire
Chesfield,Hertfordshire
Burton Pedwardine,Lincolnshire
Walberswick,Suffolk
Kelby,Lincolnshire
North Collingham,Nottinghamshire
Strangford,"Newry, Mourne and Down"
Saint Ives,Cornwall
Aldbury,Hertfordshire
Balemartine,Argyll and Bute
Longridge,Lancashire
Hinxhill,Kent
East Stratton,Hampshire
Ballynaskeagh,"Armagh, Banbridge and Craigavon"
Balleer,"Armagh, Banbridge and Craigavon"
Kellas,Moray
Downham Market,Norfolk
Saxby,Lincolnshire
Stone,Staffordshire
Maguires Bridge,Fermanagh and Omagh
Cotton,Suffolk
Heol-y-Cyw,Bridgend
Whittington,Lancashire
Rhostie,Ceredigion
Buckhorn Weston,Dorset
Shotton,Durham
Tedburn Saint Mary,Devon
Bishopston,Swansea
Hooe,East Sussex
Little Warley,Essex
New Bridge,Powys
Longformacus,"Scottish Borders, The"
West Cornforth,Durham
Whatton,Nottinghamshire
Endon,Staffordshire
Furness Vale,Derbyshire
Ballsmill,"Newry, Mourne and Down"
Scardans Upper,Fermanagh and Omagh
Corsindae,Aberdeenshire
Bournville,Birmingham
Allington,Kent
Cove,Argyll and Bute
Portishead,North Somerset
Ryton,Shropshire
Corpach,Highland
Newborough,Staffordshire
Christian Malford,Wiltshire
Knole,Kent
Preston Bagot,Warwickshire
Pirton,Hertfordshire
Redruth,Cornwall
Bloxworth,Dorset
Carnguwch,Gwynedd
Upsall,North Yorkshire
Bulford,Wiltshire
Pontfaen,Pembrokeshire
Drumbeg,Lisburn and Castlereagh
Lyness,Orkney Islands
Attenborough,Nottinghamshire
Rhoscolyn,Isle of Anglesey
Fordingbridge,Hampshire
Drayton,Lincolnshire
Mellis,Suffolk
Pinmore,South Ayrshire
Covington,South Lanarkshire
Chetnole,Dorset
Little Hormead,Hertfordshire
Brierfield,Lancashire
Jonesborough,"Newry, Mourne and Down"
Monkleigh,Devon
Little Eaton,Derbyshire
Bowertower,Highland
Filleigh,Devon
Kirby Underwood,Lincolnshire
Swinbrook,Oxfordshire
Orlestone,Kent
Maiden Newton,Dorset
Alveston,South Gloucestershire
Kirkistown,Ards and North Down
Bonhill,West Dunbartonshire
Kinloss,Moray
Drumfergue,Aberdeenshire
Porlock,Somerset
Sarclet,Highland
Wilnecote,Staffordshire
Coolham,West Sussex
Great Cowden,East Riding of Yorkshire
Scamblesby,Lincolnshire
Gardenstown,Aberdeenshire
Mid Kelton,Dumfries and Galloway
Horsley,Northumberland
Madeley,Telford and Wrekin
Sheldon,Solihull
Owston,Leicestershire
Holcombe Rogus,Devon
East Harlsey,North Yorkshire
Milton Ernest,Bedford
Houghton le Spring,Sunderland
Old Aberdeen,Aberdeen City
Aynho,Northamptonshire
Chorley,Lancashire
Milton,Highland
Puckeridge,Hertfordshire
Trehafod,Rhondda Cynon Taff
Rogiet,Monmouthshire
Crilly,Mid Ulster
Crofthead,West Lothian
Migvie,Aberdeenshire
Wycliffe,Durham
Keelby,Lincolnshire
Nevern,Pembrokeshire
Hadleigh,Essex
Hougham,Lincolnshire
Snelland,Lincolnshire
Marske,North Yorkshire
Wissington,Essex
Whaley Bridge,Derbyshire
Moulsford,Oxfordshire
Tibthorpe,East Riding of Yorkshire
Tonypandy,Rhondda Cynon Taff
Ballybogy,Causeway Coast and Glens
Nutts Corner,Antrim and Newtownabbey
Leintwardine,Herefordshire
Cublington,Buckinghamshire
Yockleton,Shropshire
Dogdyke,Lincolnshire
Llanfaenor,Monmouthshire
Llanbadarn-fynydd,Powys
Eversholt,Central Bedfordshire
Whiston,Northamptonshire
Wadborough,Worcestershire
Tweedsmuir,"Scottish Borders, The"
Blain,Highland
Sulgrave,Northamptonshire
Stocklinch,Somerset
Aconbury,Herefordshire
Bramcote,Nottinghamshire
Dunmurry,Lisburn and Castlereagh
Ingham,Suffolk
Llanyre,Powys
Coull,Aberdeenshire
Dorchester,Oxfordshire
Peakirk,Peterborough
Hemyock,Devon
New Romney,Kent
Wrafton,Devon
Stroud,Gloucestershire
Runham,Norfolk
Spurstow,Cheshire East
Old Rayne,Aberdeenshire
Port Ellen,Argyll and Bute
Jamestown,West Dunbartonshire
Wolverton,Milton Keynes
Calverley,Leeds
Caddington,Central Bedfordshire
Fife Keith,Moray
Whitley,Wiltshire
Barevan,Highland
Marks Tey,Essex
Gate Helmsley,York
Syde,Gloucestershire
North Elkington,Lincolnshire
Whitfield,Northamptonshire
North Muskham,Nottinghamshire
Llansteffan,Carmarthenshire
Westcote,Gloucestershire
Thorpeness,Suffolk
Cwmyoy,Monmouthshire
Tedstone Delamere,Herefordshire
Wick,West Sussex
Hermon,Pembrokeshire
Haresfield,Gloucestershire
Everton,Nottinghamshire
Stowford,Devon
Dallington,Northamptonshire
Dunston,Staffordshire
Broughton,North Lincolnshire
Beaufort,Blaenau Gwent
Burntisland,Fife
Finchley,Barnet
Dooish,Fermanagh and Omagh
Llansantffraid Glyn Ceiriog,Wrexham
Elham,Kent
Batley,Kirklees
Usselby,Lincolnshire
North Runcton,Norfolk
Bargrennan,Dumfries and Galloway
Ardstraw,Derry and Strabane
Clothall,Hertfordshire
Auchendinny,Midlothian
Slough,Slough
New Deer,Aberdeenshire
Clenchwarton,Norfolk
East Woodburn,Northumberland
Glenfinnan,Highland
Fyfield,Essex
Tattersett,Norfolk
Stradishall,Suffolk
Lydiard Millicent,Wiltshire
Curborough,Staffordshire
Knotting,Bedford
Creagh,Fermanagh and Omagh
Rothesay,Argyll and Bute
Houghton,Norfolk
Hunton,Kent
Stour Provost,Dorset
Ancaster,Lincolnshire
Balintore,Highland
Hoby,Leicestershire
Ware,Hertfordshire
Lynton,Devon
Worleston,Cheshire East
Chapelhope,"Scottish Borders, The"
Froyle,Hampshire
Kingstone,Herefordshire
Grandborough,Warwickshire
Panxworth,Norfolk
Duddon,Cheshire West and Chester
Holywood,Dumfries and Galloway
Ford,Shropshire
Dearg Phort,Argyll and Bute
Oldbury on the Hill,Gloucestershire
Nidd,North Yorkshire
Lockinge,Oxfordshire
Forncett Saint Mary,Norfolk
Salford,Central Bedfordshire
Castlemorton,Worcestershire
Dolgellau,Gwynedd
Roxby,North Lincolnshire
Severn Beach,South Gloucestershire
Eccleston,St. Helens
Landimore,Swansea
Harswell,East Riding of Yorkshire
East Leake,Nottinghamshire
Kinneff,Aberdeenshire
Saint Agnes,Cornwall
Worthenbury,Wrexham
Derwen,Denbighshire
Hardwicke,Gloucestershire
Aspenden,Hertfordshire
Stoke Doyle,Northamptonshire
Callow,Herefordshire
Linthwaite,Kirklees
Catlodge,Highland
Oxnam,"Scottish Borders, The"
Llanvair Discoed,Monmouthshire
Farnley,North Yorkshire
Ideford,Devon
Craignure,Argyll and Bute
Westleton,Suffolk
Woolpit,Suffolk
Rye,East Sussex
Hilborough,Norfolk
Landewednack,Cornwall
Bowden,"Scottish Borders, The"
Whaligoe,Highland
Stiffkey,Norfolk
Broadstairs,Kent
Welburn,North Yorkshire
Wainscott,Medway
Abbots Worthy,Hampshire
Rillington,North Yorkshire
Throckmorton,Worcestershire
Llangorse,Powys
Higham on the Hill,Leicestershire
Upton,Cornwall
Smarden,Kent
Barraer,Dumfries and Galloway
Peebles,"Scottish Borders, The"
Thorpe Saint Peter,Lincolnshire
Pocklington,East Riding of Yorkshire
Wilsthorpe,Lincolnshire
Dunollie,Argyll and Bute
Penruddock,Cumbria
Bardney,Lincolnshire
Llangynog,Carmarthenshire
Morston,Norfolk
Patna,East Ayrshire
Codford Saint Peter,Wiltshire
Coningsby,Lincolnshire
Kilpatrick,Argyll and Bute
Newport,Newport
Melksham,Wiltshire
Ashcott,Somerset
Cold Ash,West Berkshire
Bala,Gwynedd
Swarland,Northumberland
Drumgask,Highland
Dungiven,Causeway Coast and Glens
Kirmington,North Lincolnshire
Misterton,Somerset
Fordyce,Aberdeenshire
East Portlemouth,Devon
Byfield,Northamptonshire
Ninfield,East Sussex
Barwell,Leicestershire
Cashel Dhu,Highland
Feckenham,Worcestershire
Clifton upon Teme,Worcestershire
Church Brampton,Northamptonshire
Risby,Suffolk
Mayland,Essex
Chatham,Medway
Mawgan,Cornwall
Longborough,Gloucestershire
Farthinghoe,Northamptonshire
Dobwalls,Cornwall
Bradford Abbas,Dorset
Elderslie,Renfrewshire
Crossgatehall,Midlothian
Harescombe,Gloucestershire
Upper Boddington,Northamptonshire
Abbots Ripton,Cambridgeshire
Cardrona Mains,"Scottish Borders, The"
Beguildy,Powys
Darley,North Yorkshire
Llanthony,Monmouthshire
Oake,Somerset
Weston upon Trent,Staffordshire
Beith,North Ayrshire
Benson,Oxfordshire
Trimingham,Norfolk
Ipstones,Staffordshire
Fyfield,Wiltshire
Felingwmuchaf,Carmarthenshire
Holcombe,Bury
Cuckfield,West Sussex
Sandridge,Hertfordshire
Letterston,Pembrokeshire
East Ferry,Lincolnshire
Forsinard,Highland
Davyhulme,Trafford
Much Hadham,Hertfordshire
Aberchirder,Aberdeenshire
Trellech,Monmouthshire
Inverchaolain,Argyll and Bute
Builth Road,Powys
West Grinstead,West Sussex
Cross Gates,Leeds
Killichonan,Perth and Kinross
Weeford,Staffordshire
Kirknewton,Northumberland
Bramfield,Hertfordshire
Eltisley,Cambridgeshire
Collingbourne Kingston,Wiltshire
Haddiscoe,Norfolk
West Worthing,West Sussex
Tyburn,Birmingham
Shernborne,Norfolk
Saint Teath,Cornwall
Slough,Buckinghamshire
Chinnock,Somerset
Edymore,Derry and Strabane
Welshampton,Shropshire
Chesterton,Oxfordshire
Stoke D'Abernon,Surrey
Fladbury,Worcestershire
Bevendean,Brighton and Hove
Carrickmore,Fermanagh and Omagh
Thruscross,North Yorkshire
Ely,Cambridgeshire
Maidens,South Ayrshire
Welby,Lincolnshire
Inverchapel,Argyll and Bute
Bettws y Crwyn,Powys
Easton,Dorset
Houghton,Pembrokeshire
Northwood,Isle of Wight
Bulwick,Northamptonshire
Mossbay,Cumbria
Botallack,Cornwall
Ochiltree,East Ayrshire
Low Hesket,Cumbria
Capel-Curig,Conwy
Kildrummy,Aberdeenshire
Colne,Cambridgeshire
Leasingham,Lincolnshire
Nether Kinmundy,Aberdeenshire
Sunipol,Argyll and Bute
Kelly,Devon
Stannington,Northumberland
Nacton,Suffolk
Waringsford,"Armagh, Banbridge and Craigavon"
Onllwyn,Neath Port Talbot
Whitland,Carmarthenshire
Shenley Brook End,Milton Keynes
Toynton All Saints,Lincolnshire
Langton,North Yorkshire
Lutton,Northamptonshire
Bramerton,Norfolk
Thurcaston,Leicester
Enham-Alamein,Hampshire
Westnewton,Northumberland
Norton,Nottinghamshire
Portpatrick,Dumfries and Galloway
Preston Wynne,Herefordshire
Bradpole,Dorset
Wylye,Wiltshire
Torness,Highland
Southoe,Cambridgeshire
Cowden,Kent
Sheepstor,Devon
Cirencester,Gloucestershire
Hastingleigh,Kent
Easton Grey,Wiltshire
Stainton,North Yorkshire
Norton Canes,Staffordshire
Duggleby,North Yorkshire
Felbridge,West Sussex
Hawarden,Flintshire
Rickmansworth,Hertfordshire
Tullybelton,Perth and Kinross
Inch,Dumfries and Galloway
Westerham,Kent
Rickinghall,Suffolk
Sandwick,Eilean Siar
Glandy Cross,Carmarthenshire
Dunholme,Lincolnshire
Altamuskin,Fermanagh and Omagh
Harwich,Essex
Fraserburgh,Aberdeenshire
Burnham Deepdale,Norfolk
Fyvie,Aberdeenshire
Saint Asaph,Denbighshire
East Ham,Newham
Breakish,Highland
Soulby,Cumbria
Penuwch,Ceredigion
Marnoch,Aberdeenshire
Tannadice,Angus
Branthwaite,Cumbria
Littleton-upon-Severn,South Gloucestershire
West Cowes,Isle of Wight
Edgton,Shropshire
Asterley,Shropshire
Coddington,Cheshire West and Chester
Copgrove,North Yorkshire
Brynna,Rhondda Cynon Taff
Peterchurch,Herefordshire
Harrington,Northamptonshire
Dalswinton,Dumfries and Galloway
Brackenagh,"Newry, Mourne and Down"
Minety,Wiltshire
Feliskirk,North Yorkshire
Thames Haven,Medway
Caunton,Nottinghamshire
Halwill,Devon
Kirk Ella,East Riding of Yorkshire
Hownam,"Scottish Borders, The"
Kingsburgh,Highland
Earnley,West Sussex
Clachtoll,Highland
Bodmin,Cornwall
Auchtoo,Stirling
Catterall,Lancashire
Swanbourne,Buckinghamshire
Kirktown of Bourtie,Aberdeenshire
Chenies,Hertfordshire
Eastville,Lincolnshire
Garmond,Aberdeenshire
Badrallach,Highland
Kennet,Clackmannanshire
Orbost,Highland
Beauly,Highland
Brook,Carmarthenshire
Batcombe,Dorset
Rishton,Lancashire
Omagh,Fermanagh and Omagh
Pontneddfechan,Powys
Barking,Suffolk
Little Brickhill,Milton Keynes
Mentmore,Buckinghamshire
Colmonell,South Ayrshire
Jeffreyston,Pembrokeshire
Wolsingham,Durham
Monkton Deverill,Wiltshire
Kennerleigh,Devon
Langwathby,Cumbria
Boyleston,Derbyshire
Ardvorlich,Perth and Kinross
Oare,Wiltshire
Benington,Lincolnshire
Drewsteignton,Devon
Old Somerby,Lincolnshire
Ramasaig,Highland
Utterby,Lincolnshire
Meikle Earnock,South Lanarkshire
Alnwick,Northumberland
Henllan,Carmarthenshire
Moy,"Armagh, Banbridge and Craigavon"
Inverhadden,Perth and Kinross
Galgate,Lancashire
Dale,Pembrokeshire
Rothwell,Northamptonshire
Dorrery,Highland
Corse,Gloucestershire
Polebrook,Northamptonshire
Withyham,East Sussex
Nateby,Cumbria
Farnham,Dorset
Illington,Norfolk
Rossett,Wrexham
Little Newcastle,Pembrokeshire
Bonawe,Argyll and Bute
Llanharry,Rhondda Cynon Taff
Llandegai,Gwynedd
Badlesmere,Kent
Inworth,Essex
Chippenham,Wiltshire
Stagsden,Bedford
Thorpe on the Hill,Lincolnshire
Midhurst,West Sussex
Highbridge,Somerset
Spilsby,Lincolnshire
Preston Capes,Northamptonshire
Clunderwen,Carmarthenshire
Inverurie,Aberdeenshire
Mile End,Essex
Amble,Northumberland
Egginton,Derbyshire
Aldershot,Hampshire
Foulshiels,"Scottish Borders, The"
Cwmisfael,Carmarthenshire
Capel-y-ffin,Monmouthshire
Kexby,Lincolnshire
Hemingford Abbots,Cambridgeshire
Curbar,Derbyshire
Oswestry,Shropshire
Redrea,South Ayrshire
Fernybank,Angus
Farmington,Gloucestershire
Cabourne,Lincolnshire
Gawcott,Buckinghamshire
Swanibost,Eilean Siar
Healey,North Yorkshire
Neilston,East Renfrewshire
Llanwrthwl,Powys
Kingston,Devon
Belhus,Thurrock
Drayton,Norfolk
Brinsley,Nottinghamshire
Hilton,Durham
Dunnington,East Riding of Yorkshire
Stone,Buckinghamshire
Ewyas Harold,Herefordshire
Thornton le Moors,Cheshire West and Chester
Balintore,Angus
Pauntley,Gloucestershire
Towednack,Cornwall
Tankersley,Barnsley
Coxwold,North Yorkshire
Wedderlie,"Scottish Borders, The"
Charlestown,Cornwall
Scotstoun,Glasgow City
Saint Dogwells,Pembrokeshire
Stoke Mandeville,Buckinghamshire
Bowermadden,Highland
Chedgrave,Norfolk
Syston,Leicestershire
Ludgershall,Hampshire
